year,registered_voters,turnout,percent_turnout,valid_vote,ak_parti,anadolu_partisi,anap,atp,bbp,bp,btp,chp,dbp,dehap,depar,dp,dsp,dtp,dyp,emep,fp,genc_parti,hadep,hakpar,hap,has_parti,hdp,hepar,hkp,hp,huda_par,hyp,idp,ip,iyi_parti,kp,ldp,mcp,mdp,mep,mhp,millet_partisi,mmp,odp,rp,saadet_partisi,shp,sip,sp,tkp,turk_parti,vatan_partisi,ydh,ydp,yeni_parti,ytp,yurtp,city,ap,birlik_partisi,cgp,ckmp,cmp,demokratik_parti,gp,hurriyet_partisi,msp,tbp,tip,vp,ytp_,prev_year,winner,prev_winner,nationalist,right_wing,left_wing,political_islam,kurdish,liberal,socialist,soc_democ,populist,nat_prev,right_wing_prev,left_wing_prev,political_islam_prev,kurdish_prev,liberal_prev,socialist_prev,social_democ_prev,populist_prev,swing,saadet partisi,vatan partisi,ak parti,iyi parti,bgmz,bdp,millet partisi,sbp,bagimsizlar,baskanlik sayisi,genc parti,huda par,a.p.,turk parti,myp,BAĞIMSIZLAR_vote,bagimsizlar_percent,ANAP_vote,anap_percent,DSP_vote,dsp_percent,DYP_vote,dyp_percent,IDP_vote,idp_percent,MÇP_vote,mcp_percent,RP_vote,rp_percent,SHP_vote,shp_percent
2004,1668368.0,1239915.0,0.7431903512894038,1192541.0,,,10939.0,,,,2323.0,562561.0,,,,,11527.0,,32708.0,,,,,,,,,,,,,,,2777.0,,,,,,,48535.0,,,,,,49382.0,,,2040.0,,,,,,,,izmir,,,,,,,,,,,,,,1999.0,chp,dsp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6516.0,,388336.0,,,,2134.0,,1092.0,,71671.0,,,,,,,,,,,,,,,,,,,,
2004,353715.0,238431.0,0.6740765870828209,232235.0,,,,,3953.0,,894.0,21580.0,,,,,1174.0,,6547.0,765.0,,,,,,,,,,,,,,438.0,,,,,,,21259.0,,,,,,,,,248.0,,,,,,600.0,,kayseri,,,,,,,,,,,,,,1999.0,akp,fp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,8125.0,,163141.0,,,,329.0,,575.0,,2607.0,,,,,,,,,,,,,,,,,,,,
2004,157106.0,116746.0,0.7431033824296972,112289.0,,,378.0,,243.0,,381.0,36176.0,,,,,796.0,,4554.0,,,,,,,,,,,,,,,,,,,,,,2613.0,,,,,,2325.0,,,170.0,,,,,,363.0,,kocaeli,,,,,,,,,,,,,,1999.0,akp,chp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5186.0,,57295.0,,,,,,175.0,,1634.0,,,,,,,,,,,,,,,,,,,,
2004,441115.0,345146.0,0.7824399533001598,334946.0,,,1108.0,,1602.0,,684.0,7676.0,,,,,624.0,,2076.0,,,,,,,,,,,,,,,336.0,,,,,,,19975.0,,,,,,2381.0,,,287.0,,,,,,,,konya,,,,,,,,,,,,,,1999.0,akp,fp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,88463.0,,207721.0,,,,,,996.0,,1017.0,,,,,,,,,,,,,,,,,,,,
2004,239466.0,181507.0,0.7579656402161475,175701.0,,,1195.0,,570.0,,504.0,10942.0,,,,,883.0,,40684.0,,,,,,,,,,,,,,,191.0,,,,,,,18589.0,,,,,,1528.0,,,225.0,,,,,,,,sakarya,,,,,,,,,,,,,,1999.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,14150.0,,65847.0,,,,,,852.0,,19541.0,,,,,,,,,,,,,,,,,,,,
2004,240250.0,171830.0,0.715213319458897,163763.0,,,,,788.0,,416.0,53531.0,,,,,705.0,,10975.0,,,,,,,,,,,,,,,,,,,,,,9469.0,,,,,,2064.0,,,306.0,,,,,,,,samsun,,,,,,,,,,,,,,1999.0,akp,anap,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7670.0,,75741.0,,,,,,,,2098.0,,,,,,,,,,,,,,,,,,,,
2014,1457671.0,1287762.0,0.88343803231319,1236294.0,,,,,5672.0,,1773.0,306747.0,,,,0.0,2050.0,,0.0,0.0,,,,842.0,,,90829.0,0.0,734.0,,,,,1703.0,,,338.0,,,,414284.0,,,0.0,,,,,,0.0,,,,,,,0.0,adana,,,,,,,,,,,,,,2009.0,mhp,mhp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12875.0,,394481.0,,2131.0,0.0,1835.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,3609048.0,3286145.0,0.9105295911830488,3162112.0,,,,,41886.0,,3340.0,1385576.0,,,,3304.0,1900.0,,1266.0,0.0,,,,1829.0,,,27620.0,4202.0,1652.0,,,,,0.0,,,405.0,,,,245765.0,,,0.0,,,,,,0.0,,,,,,,5010.0,ankara,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,15224.0,,1417212.0,,3837.0,0.0,955.0,,,,0.0,0.0,0.0,1129.0,0.0,,,,,,,,,,,,,,,,
2014,1514939.0,1362453.0,0.8993451221468323,1308435.0,,,,,7047.0,,1645.0,453164.0,,,,3403.0,2879.0,,1153.0,0.0,,,,1095.0,,,30216.0,2639.0,1046.0,,,,,0.0,,,203.0,,,,318508.0,,,0.0,,,,,,0.0,,,,,,,0.0,antalya,,,,,,,,,,,,,,2009.0,akp,chp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6906.0,,476485.0,,611.0,0.0,691.0,,,,0.0,0.0,0.0,744.0,0.0,,,,,,,,,,,,,,,,
2014,753064.0,684556.0,0.909027652364208,651427.0,,,,,2762.0,,751.0,285281.0,,,,1930.0,2842.0,,846.0,0.0,,,,701.0,,,20275.0,1083.0,638.0,,,,,1096.0,,,202.0,,,,140362.0,,,0.0,,,,,,0.0,,,,,,,0.0,aydin,,,,,,,,,,,,,,2009.0,chp,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,0,2433.0,,189921.0,,0.0,0.0,304.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,886591.0,809897.0,0.9134956253785568,775541.0,,,,,3928.0,,889.0,196270.0,,,,0.0,2663.0,,1234.0,0.0,,,,607.0,,,6251.0,0.0,1015.0,,,,,0.0,,,0.0,,,,245291.0,,,0.0,,,,,,0.0,,,,,,,0.0,balikesir,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,8169.0,,308267.0,,0.0,0.0,957.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,1982873.0,1799299.0,0.9074201928212244,1721849.0,,,,,9447.0,,2868.0,494890.0,,,,8796.0,2873.0,,3754.0,0.0,,,,1212.0,,,28777.0,3879.0,1697.0,,,,,2172.0,,,407.0,,,,264358.0,,,0.0,,,,,,1006.0,,,,,,,3571.0,bursa,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,35665.0,,852745.0,,1151.0,0.0,1114.0,,,,0.0,0.0,0.0,1467.0,0.0,,,,,,,,,,,,,,,,
2014,698884.0,647355.0,0.9262695955265824,613195.0,,,,,5450.0,,632.0,237751.0,,,,3999.0,653.0,,1301.0,0.0,,,,490.0,,,6404.0,0.0,616.0,,,,,968.0,,,168.0,,,,72638.0,,,0.0,,,,,,255.0,,,,,,,0.0,denizli,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,2870.0,,277178.0,,813.0,0.0,375.0,,,,0.0,0.0,0.0,634.0,0.0,,,,,,,,,,,,,,,,
2014,924677.0,760516.0,0.8224666559241768,720619.0,,,,,7099.0,,5789.0,8610.0,,,,0.0,467.0,,405.0,0.0,,,,3188.0,,,0.0,0.0,0.0,,,,,506.0,,,0.0,,,,4677.0,,,0.0,,,,,,0.0,,,,,,,0.0,diyarbakir,,,,,,,,,,,,,,2009.0,bdp,dtp,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,6593.0,,252065.0,,313.0,397148.0,0.0,,,,0.0,33256.0,0.0,503.0,0.0,,,,,,,,,,,,,,,,
2014,483198.0,416732.0,0.862445622705392,402555.0,,,,,3644.0,,864.0,6297.0,,,,1291.0,0.0,,308.0,0.0,,,,529.0,,,0.0,0.0,493.0,,,,,214.0,,,0.0,,,,116494.0,,,0.0,,,,,,0.0,,,,,,,0.0,erzurum,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,9331.0,,236886.0,,1108.0,25096.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,602309.0,546580.0,0.9074744026737108,524710.0,,,,,6697.0,,513.0,237414.0,,,,2985.0,2073.0,,641.0,0.0,,,,335.0,,,3493.0,930.0,397.0,,,,,0.0,,,143.0,,,,58746.0,,,0.0,,,,,,0.0,,,,,,,0.0,eskisehir,,,,,,,,,,,,,,2009.0,chp,dsp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4638.0,,204906.0,,425.0,0.0,374.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,1092935.0,935600.0,0.8560435890514989,898658.0,,,,,9612.0,,2569.0,192986.0,,,,7807.0,879.0,,2130.0,0.0,,,,1235.0,,,0.0,0.0,1072.0,,,,,0.0,,,0.0,,,,106881.0,,,0.0,,,,,,0.0,,,,,,,0.0,gaziantep,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,25266.0,,490398.0,,1192.0,55911.0,720.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,968877.0,864537.0,0.8923083115813463,839505.0,,,,,2334.0,,878.0,344301.0,,,,0.0,587.0,,319.0,0.0,,,,434.0,,,11194.0,1622.0,635.0,,,,,0.0,,,0.0,,,,129400.0,,,0.0,,,,,,0.0,,,,,,,0.0,hatay,,,,,,,,,,,,,,2009.0,chp,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,0,7012.0,,339411.0,,513.0,0.0,865.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,1186769.0,1061530.0,0.8944706172810378,1014978.0,,,,,3967.0,,1870.0,287561.0,,,,2705.0,738.0,,798.0,0.0,,,,658.0,,,0.0,0.0,921.0,,,,,1757.0,,,520.0,,,,324257.0,,,0.0,,,,,,0.0,,,,,,,0.0,icel,,,,,,,,,,,,,,2009.0,mhp,chp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6479.0,,284273.0,,0.0,97957.0,517.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,10002256.0,8941326.0,0.8939309291823765,8553814.0,,,,,47514.0,,10717.0,3428454.0,,,,5604.0,7221.0,,2344.0,0.0,,,,7371.0,,,414290.0,14231.0,4352.0,,,,,15275.0,,,1430.0,,,,339785.0,,,0.0,,,,,,7524.0,,,,,,,16614.0,istanbul,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,122950.0,,4101906.0,,3921.0,0.0,2311.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,3032175.0,2740602.0,0.9038403126468624,2637550.0,,,,,12735.0,,2951.0,1308134.0,,,,4559.0,13979.0,,2247.0,0.0,,,,2140.0,,,88797.0,6332.0,2407.0,,,,,10755.0,,,549.0,,,,210272.0,,,0.0,,,,,,2246.0,,,,,,,3204.0,izmir,,,,,,,,,,,,,,2009.0,chp,chp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,13813.0,,947516.0,,1814.0,0.0,940.0,,,,0.0,0.0,0.0,2160.0,0.0,,,,,,,,,,,,,,,,
2014,877377.0,795638.0,0.906837083716578,765168.0,,,,,16684.0,,1143.0,68141.0,,,,2285.0,0.0,,438.0,0.0,,,,609.0,,,2633.0,0.0,718.0,,,,,478.0,,,200.0,,,,206569.0,,,0.0,,,,,,0.0,,,,,,,0.0,kayseri,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,13173.0,,450748.0,,849.0,0.0,500.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,1178676.0,1075800.0,0.9127190169308614,1025139.0,,,,,6528.0,,1441.0,268150.0,,,,3570.0,968.0,,654.0,0.0,,,,896.0,,,24235.0,1826.0,750.0,,,,,925.0,,,225.0,,,,144029.0,,,0.0,,,,,,0.0,,,,,,,0.0,kocaeli,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,50873.0,,518639.0,,883.0,0.0,547.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,1402056.0,1265031.0,0.9022685256509012,1206204.0,,,,,10531.0,,1402.0,69272.0,,,,4559.0,684.0,,962.0,0.0,,,,1406.0,,,0.0,1225.0,1309.0,,,,,1210.0,,,0.0,,,,222640.0,,,0.0,,,,,,0.0,,,,,,,0.0,konya,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,90115.0,,775164.0,,1253.0,23490.0,982.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,524621.0,457515.0,0.8720867064032892,444973.0,,,,,2134.0,,781.0,79006.0,,,,0.0,227.0,,191.0,0.0,,,,360.0,,,6996.0,0.0,313.0,,,,,396.0,,,50.0,,,,34090.0,,,0.0,,,,,,0.0,,,,,,,0.0,malatya,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,43984.0,,274185.0,,780.0,0.0,1480.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,996258.0,928454.0,0.9319413244360396,884968.0,,,,,4355.0,,1334.0,161770.0,,,,3522.0,834.0,,1046.0,0.0,,,,912.0,,,21790.0,0.0,1187.0,,,,,982.0,,,0.0,,,,354944.0,,,0.0,,,,,,0.0,,,,,,,0.0,manisa,,,,,,,,,,,,,,2009.0,mhp,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,6800.0,,324903.0,,0.0,0.0,589.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,685013.0,617006.0,0.9007215921449666,594803.0,,,,,6860.0,,762.0,37573.0,,,,1241.0,0.0,,286.0,0.0,,,,498.0,,,7740.0,0.0,642.0,,,,,395.0,,,0.0,,,,181180.0,,,0.0,,,,,,0.0,,,,,,,0.0,kahramanmaras,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,7441.0,,349891.0,,0.0,0.0,294.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,429381.0,360151.0,0.8387679007687812,346133.0,,,,,4074.0,,7084.0,3177.0,,,,0.0,217.0,,275.0,0.0,,,,767.0,,,0.0,0.0,0.0,,,,,323.0,,,290.0,,,,3236.0,,,0.0,,,,,,0.0,,,,,,,0.0,mardin,,,,,,,,,,,,,,2009.0,bgmz,,,,,,,,,,,,,,,,,,,,0,8851.0,,129325.0,,180697.0,0.0,0.0,,,,0.0,7817.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,641464.0,581694.0,0.9068225184889566,555390.0,,,,,2788.0,,800.0,272803.0,,,,0.0,0.0,,4760.0,0.0,,,,613.0,,,8707.0,0.0,580.0,,,,,0.0,,,250.0,,,,100035.0,,,0.0,,,,,,0.0,,,,,,,0.0,mugla,,,,,,,,,,,,,,2009.0,chp,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,0,2089.0,,160937.0,,0.0,0.0,1028.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,535833.0,465633.0,0.8689890320305022,440656.0,,,,,3743.0,,660.0,150429.0,,,,1510.0,1841.0,,0.0,0.0,,,,0.0,,,1083.0,0.0,666.0,,,,,0.0,,,0.0,,,,35879.0,,,0.0,,,,,,0.0,,,,,,,0.0,ordu,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,4529.0,,239717.0,,599.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,651613.0,596154.0,0.9148896661054952,571968.0,,,,,4216.0,,597.0,52869.0,,,,2110.0,403.0,,490.0,0.0,,,,534.0,,,4659.0,939.0,610.0,,,,,455.0,,,126.0,,,,153192.0,,,0.0,,,,,,354.0,,,,,,,0.0,sakarya,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,17606.0,,331138.0,,1246.0,0.0,0.0,,,,0.0,0.0,0.0,424.0,0.0,,,,,,,,,,,,,,,,
2014,907487.0,810372.0,0.8929846928936723,770285.0,,,,,4136.0,,883.0,122312.0,,,,3418.0,673.0,,918.0,0.0,,,,0.0,,,1555.0,1540.0,985.0,,,,,785.0,,,323.0,,,,194246.0,,,0.0,,,,,,0.0,,,,,,,0.0,samsun,,,,,,,,,,,,,,2009.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,13806.0,,422373.0,,916.0,0.0,613.0,,,,0.0,0.0,0.0,803.0,0.0,,,,,,,,,,,,,,,,
2014,635473.0,576799.0,0.9076687758567241,550376.0,,,,,3618.0,,535.0,251817.0,,,,3040.0,2285.0,,0.0,0.0,,,,331.0,,,9477.0,0.0,426.0,,,,,877.0,,,119.0,,,,69717.0,,,0.0,,,,,,0.0,,,,,,,0.0,tekirdag,,,,,,,,,,,,,,2009.0,chp,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,0,3171.0,,204353.0,,343.0,0.0,267.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,552194.0,478707.0,0.8669181483319268,461027.0,,,,,2236.0,,1522.0,114807.0,,,,0.0,239.0,,961.0,0.0,,,,0.0,,,473.0,0.0,520.0,,,,,330.0,,,127.0,,,,51349.0,,,0.0,,,,,,0.0,,,,,,,0.0,trabzon,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,12871.0,,273812.0,,634.0,0.0,672.0,,,,0.0,0.0,0.0,474.0,0.0,,,,,,,,,,,,,,,,
2014,935583.0,813950.0,0.8699922935752359,784419.0,,,,,4110.0,,3333.0,6812.0,,,,0.0,331.0,,0.0,0.0,,,,1092.0,,,0.0,0.0,0.0,,,,,331.0,,,1197.0,,,,18657.0,,,0.0,,,,,,0.0,,,,,,,0.0,sanliurfa,,,,,,,,,,,,,,2009.0,akp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,17760.0,,483407.0,,0.0,239563.0,1231.0,,,,0.0,6595.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014,577899.0,473174.0,0.8187832129835836,450965.0,,,,,2362.0,,3241.0,3502.0,,,,1892.0,0.0,,0.0,0.0,,,,1397.0,,,0.0,0.0,0.0,,,,,382.0,,,0.0,,,,3352.0,,,0.0,,,,,,0.0,,,,,,,0.0,van,,,,,,,,,,,,,,2009.0,bdp,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0,5938.0,,185783.0,,0.0,239861.0,0.0,,,,0.0,3255.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1999,629778.0,507265.0,0.8054663706893539,479558.0,,,126635.0,,1356.0,929.0,,53458.0,497.0,,,977.0,96126.0,2452.0,19985.0,738.0,52473.0,,41832.0,,,,,,,,,,,664.0,,,706.0,,,,71802.0,,,2816.0,,,,283.0,,,,,,,,,,adana,,,,,,,,,,,,,,1994.0,anap,rp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,919.0,,,,,,,,,5009.0,,,,,,,,,,,,,,,
1999,1924115.0,1690527.0,0.8785997718431591,1602528.0,,,106540.0,,9312.0,2194.0,,512083.0,,,,,169490.0,3620.0,42128.0,1691.0,541515.0,,9631.0,,,,,,,,,,,1706.0,,,2611.0,,,,189400.0,,,6315.0,,,,896.0,,,,,,1021.0,,,,ankara,,,,,,,,,,,,,,1994.0,fp,rp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,2375.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,336572.0,271847.0,0.8076934504355681,260989.0,,,28813.0,,928.0,494.0,,57275.0,,,,,48347.0,1277.0,48521.0,184.0,17544.0,,10463.0,,,,,,,,,,,306.0,,,,,,,44893.0,,,1169.0,,,,231.0,,,,,,,,,,antalya,,,,,,,,,,,,,,1994.0,chp,dyp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,703153.0,623054.0,0.8860859585324957,591465.0,,,122319.0,,2418.0,1001.0,,15620.0,,,,,171157.0,4798.0,116231.0,,94018.0,,8263.0,,,,,,,,,,,658.0,,,2761.0,,,,44647.0,,,3779.0,,,,551.0,,,,,,721.0,,,,bursa,,,,,,,,,,,,,,1994.0,dsp,anap,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,1040.0,,,,,,,,,1483.0,,,,,,,,,,,,,,,
1999,237798.0,174849.0,0.7352837282062927,166329.0,,,5810.0,,748.0,,,2313.0,1312.0,206.0,,957.0,3964.0,1029.0,3771.0,,40415.0,,103924.0,,,,,,,,,,,179.0,,,,,,,1435.0,,,,,,,266.0,,,,,,,,,,diyarbakir,,,,,,,,,,,,,,1994.0,hadep,rp,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,157550.0,125922.0,0.7992510314185973,119845.0,,,7078.0,,4241.0,,,3625.0,,,,,4942.0,309.0,22871.0,,31390.0,,,,,,,,,,,,,229.0,,,998.0,,,,43626.0,,,,,,,,,,,,,536.0,,,,erzurum,,,,,,,,,,,,,,1994.0,mhp,rp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,313487.0,285372.0,0.9103152602819256,272812.0,,,26087.0,,1022.0,,,10281.0,,,,597.0,116979.0,1602.0,65012.0,,25267.0,,907.0,,,,,,,,,,,269.0,,,,,,,23195.0,,,906.0,,,,221.0,,,,,,,,,,eskisehir,,,,,,,,,,,,,,1994.0,dsp,dyp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,467.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,396478.0,322718.0,0.8139619348362329,303419.0,,,19213.0,,3536.0,,,97015.0,,,,,40731.0,1004.0,14519.0,430.0,62220.0,,18755.0,,,,,,,,,,,505.0,,,,,,,41176.0,,,970.0,,,,242.0,,,,,,406.0,,,,gaziantep,,,,,,,,,,,,,,1994.0,chp,shp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,,,,,,,924.0,,,,,,,,,1773.0,,,,,,,,,,,,,,,
1999,292800.0,228486.0,0.7803483606557376,215615.0,,,27380.0,,816.0,1004.0,,39758.0,203.0,,341.0,,41726.0,984.0,9829.0,281.0,14000.0,,37693.0,,,,,,,,,,,309.0,,,,,,,39213.0,,,1288.0,,,,170.0,,,,,,,,,,icel,,,,,,,,,,,,,,1994.0,dsp,anap,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,5521300.0,4573976.0,0.8284237407856845,4368656.0,,,977920.0,,23010.0,8754.0,,607895.0,,,,,882923.0,7232.0,165114.0,5729.0,1202050.0,,114339.0,,,,,,,,,,,5072.0,,,9995.0,,,,320734.0,,,23864.0,,,,2864.0,,,,,,2849.0,,,,istanbul,,,,,,,,,,,,,,1994.0,fp,rp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,4462.0,,,,,,,,,3850.0,,,,,,,,,,,,,,,
1999,1469795.0,1265035.0,0.8606880551369409,1206091.0,,,230673.0,,,2451.0,,217337.0,,,,2099.0,367553.0,2285.0,197169.0,2115.0,41200.0,,45559.0,,,,,,,,,,,1712.0,,,2785.0,,,,82140.0,,,7470.0,,,,1036.0,,,,,,,,,,izmir,,,,,,,,,,,,,,1994.0,dsp,dyp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,1288.0,,,,,,,,,1219.0,,,,,,,,,,,,,,,
