city,year,registered_voters,turnout,valid_vote,saadet partisi,btp,tkp,vatan partisi,chp,ak parti,dp,mhp,iyi parti,hdp,dsp,bgmz,anap,ldp,dtp,ip,hakpar,bbp,bdp,millet partisi,odp,emep,hyp,dyp,rp,sbp,shp,ydp,bagimsizlar,baskanlik sayisi,atp,genc parti,ytp,huda par,a.p.,turk parti,hkp,myp,yurtp,hepar,bp,dbp,dehap,depar,fp,hadep,sip,BAĞIMSIZLAR_vote,bagimsizlar_percent,percent_turnout,ANAP_vote,anap_percent,DSP_vote,dsp_percent,DYP_vote,dyp_percent,IDP_vote,idp_percent,MÇP_vote,mcp_percent,RP_vote,rp_percent,SHP_vote,shp_percent,prev_year,winner,prev_winner,swing,election_type,anadolu partisi,hap,has parti,hp,idp,kp,mcp,mdp,mep,mmp,sp,ydh,yeni parti,ap,birlik partisi,cgp,ckmp,cmp,demokratik parti,gp,hurriyet partisi,msp,tbp,tip,vp,ytp ,event,event_bool,cyprus,earthquake,kurdish,refugee
istanbul,1957,979044.0,616474.0,,,,,,249097.0,,315967.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,1954,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,25779.0,,,15325.0,,,,130.0,,,0,0,0,0,0
istanbul,1954,685091.0,545867.0,,,,,,143705.0,,338010.0,,,,,10076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,4215.0,,,,,,,,,,,,43420.0,,,,,,,,,,0,0,0,0,0
istanbul,1950,559798.0,453262.0,,,,,,110299.0,,238763.0,,,,,,,,,,,,,72737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2018,1334402.0,1198849.0,1175662.0,26436.0,,,2111.0,243828.0,585313.0,,137708.0,125118.0,89162.0,,500.0,,,,,,,,,,,,,,,,,,,,,,1889.0,,,,,,,,,,,,,,,,89.8,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2015_1,1240533.0,1115212.0,1099780.0,18079.0,1146.0,,2213.0,262793.0,638266.0,1556.0,125827.0,,66247.0,739.0,0.0,,649.0,,,2404.0,6426.0,,456.0,,,,433.0,,,,,,,,,,,,,1653.0,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,1249.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2015_2,1221771.0,1076123.0,1052761.0,52631.0,2479.0,,2988.0,260865.0,499906.0,1826.0,163742.0,,82493.0,2232.0,313.0,,658.0,,,37.0,,,348.0,,,,893.0,,,,,,,,,,,,2441.0,1388.0,,289.0,,,,,,,,,,,88.1,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,703.0,14.0,,,,379.0,,,436.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2011,1096593.0,977711.0,954174.0,41870.0,,1452.0,,235770.0,504535.0,5995.0,114304.0,,,2414.0,22153.0,,0.0,,,,5615.0,,1716.0,,0.0,,1859.0,,,,,,,,,,,,,,,,3796.0,,,,,,,,,,89.2,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,14939.0,,,,,,,759.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2007,884889.0,768187.0,746573.0,62406.0,4369.0,1998.0,,145671.0,370242.0,40081.0,78585.0,,,,15447.0,,734.0,,2380.0,,,,,1273.0,,3546.0,,,,,,,,,24951.0,,,,,,,,,,,,,,,,,,86.8,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,2002,752556.0,673467.0,645035.0,39961.0,3893.0,1147.0,,120719.0,277461.0,,39146.0,,,6786.0,279.0,22671.0,1604.0,,2678.0,,4914.0,,1056.0,2056.0,,,40370.0,,,,,,,,43250.0,5823.0,,,,,,8130.0,,,,25500.0,,,,,,,89.5,,,,,,,,,,,,,,,1999,akp,dsp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,1999,749026.0,656898.0,624684.0,,,,,62832.0,,2241.0,92409.0,,,143352.0,236.0,67512.0,2485.0,1724.0,779.0,,7677.0,,1648.0,4301.0,1124.0,,72547.0,,,,751.0,,,,,,,,,,,,,1465.0,,,531.0,142391.0,19295.0,770.0,,,87.7,,,,,,,,,,,,,,,1995,dsp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
kocaeli,1995,664557.0,573917.0,548794.0,,,,,57661.0,,,29605.0,,,103131.0,1084.0,88161.0,,,831.0,,,,2744.0,,,,74095.0,174390.0,,,1163.0,,,,,,,,,,,,,,,,,,14526.0,,,,86.4,,,,,,,,,,,,,,,1991,rp,dyp,1,parlimentary,,,,,,,,,,,,2509.0,586.0,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,1991,543729.0,450309.0,437498.0,,,,,,,,,,,66496.0,156.0,86046.0,,,,,,,,,,,111980.0,96910.0,,75185.0,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,1987,dyp,shp,1,parlimentary,,,,,,,,,,,1536.0,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,1987,437160.0,408914.0,401254.0,,,,,,,,,,,38373.0,,109007.0,,,,,,,,,,,80582.0,53159.0,,110892.0,,,,,,,,,,,,,,,,,,,,,,,93.5,,,,,,,,,,,,,,,1983,shp,anap,1,parlimentary,,,,,2753.0,,7292.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,1983,298985.0,278441.0,262731.0,,,,,,,,,,,,,115379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,,,,,,,,,,,,,,,1977,anap,chp,1,parlimentary,,,,101261.0,,,,46091.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,2018,1041076.0,925282.0,911280.0,8449.0,,,1365.0,287438.0,340122.0,,135667.0,61380.0,103530.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1546.0,,,,,,,,,,,,,,,,88.9,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,2015_1,991518.0,862175.0,852129.0,3925.0,906.0,,1630.0,311664.0,381165.0,748.0,106563.0,,61814.0,343.0,0.0,,30.0,,,1660.0,3067.0,,248.0,,,,8.0,,,,,,,,,,,,,1486.0,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,391.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,2015_2,987001.0,845099.0,827926.0,13729.0,2408.0,,1675.0,304062.0,322422.0,870.0,117832.0,,58334.0,1319.0,19227.0,,8.0,,,673.0,,,319.0,,,,24.0,,,,,,,,,,,,1610.0,1155.0,,3.0,,,,,,,,,,,85.6,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,858.0,11.0,,,,170.0,,,326.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,2011,934254.0,810847.0,793149.0,5941.0,,690.0,,306498.0,353616.0,4341.0,100499.0,,,875.0,11808.0,,0.0,,,,3230.0,,365.0,,1429.0,,1085.0,,,,,,,,,,,,,,,,1724.0,,,,,,,,,,86.8,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,2960.0,,,,,,,571.0,,,,,,,,,,,,,,,,,refugee ,1,0,0,0,1
hatay,2007,786191.0,650007.0,637301.0,7278.0,2809.0,1373.0,,199838.0,261971.0,26433.0,107721.0,,,,13952.0,,,,2214.0,,,,,776.0,,2045.0,,,,,,,,,15058.0,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,2002,746949.0,584939.0,554810.0,7972.0,2690.0,940.0,,143792.0,166403.0,,60643.0,,,7244.0,20821.0,30169.0,588.0,,2787.0,,3175.0,,1019.0,1557.0,,,47557.0,,,,,,,,31944.0,6758.0,,,,,,2018.0,,,,18767.0,,,,,,,78.3,,,,,,,,,,,,,,,1999,akp,mhp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,1999,693725.0,604485.0,578416.0,,,,,113384.0,,2147.0,128387.0,,,80955.0,1314.0,70627.0,1438.0,7491.0,1084.0,,6008.0,,1237.0,7254.0,895.0,,66958.0,,,,638.0,,,,,,,,,,,,,3067.0,,,578.0,70641.0,14907.0,558.0,,,87.1,,,,,,,,,,,,,,,1995,mhp,chp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,1995,622004.0,539869.0,519952.0,,,,,114417.0,,,69100.0,,,40312.0,740.0,75863.0,,,1248.0,,,,3024.0,,,,99922.0,96355.0,,,1097.0,,,,,,,,,,,,,,,,,,16513.0,,,,86.8,,,,,,,,,,,,,,,1991,chp,shp,1,parlimentary,,,,,,,,,,,,2250.0,717.0,,,,,,,,,,,,,,,0,0,0,0,0
hatay,1991,542338.0,455349.0,443298.0,,,,,,,,,,,27361.0,,85754.0,,,,,,,,,,,126148.0,61016.0,,142246.0,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,1987,shp,shp,0,parlimentary,,,,,,,,,,,1595.0,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,1987,466146.0,438925.0,427724.0,,,,,,,,,,,28748.0,120.0,131832.0,,,,,,,,,,,86113.0,26002.0,,140073.0,,,,,,,,,,,,,,,,,,,,,,,94.2,,,,,,,,,,,,,,,1983,shp,hp,1,parlimentary,,,,,2214.0,,13479.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
hatay,1983,334399.0,305508.0,290228.0,,,,,,,,,,,,,99050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,1977,hp,chp,1,parlimentary,,,,105570.0,,,,85608.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,1977,300701.0,222589.0,216000.0,,,,,74283.0,,,33470.0,,,,10171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,1973,chp,chp,0,parlimentary,,,,,,,,,,,,,,57250.0,,1657.0,,,5397.0,,,33772.0,,,,,,0,0,0,0,0
maras,1973,226256.0,160528.0,155106.0,,,,,51043.0,,,8669.0,,,,3432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,,,,,,,,,,,,,,1969,chp,ap,1,parlimentary,,,,,,,,,,,,,,27774.0,,3133.0,,,16776.0,,,41454.0,2825.0,,,,,0,0,0,0,0
maras,1969,198558.0,125356.0,119992.0,,,,,21126.0,,,1469.0,,,,38319.0,,,,,,,,5946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,38419.0,7478.0,,,,,4734.0,,,,2230.0,,289.0,,0,0,0,0,0
maras,1965,181867.0,121252.0,115531.0,,,,,27609.0,,,,,,,14570.0,,,,,,,,11329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,,,,,,,1961,ap,ap,0,parlimentary,,,,,,,,,,,,,,55640.0,,,,,,,,,,2284.0,,4099.0,,0,0,0,0,0
maras,1961,169620.0,130717.0,124655.0,,,,,48694.0,,,,,,,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,,,,,,,,,,,,,,1957,ap,chp,1,parlimentary,,,,,,,,,,,,,,65069.0,,,7514.0,,,,,,,,,2456.0,,0,0,0,0,0
maras,1957,153085.0,109985.0,,,,,,49252.0,,45890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,,,,,,,,,,,,,,1954,chp,dp,1,parlimentary,,,,,,,,,,,,,,,,,,13922.0,,,,,,,,,,0,0,0,0,0
maras,1954,133897.0,120534.0,,,,,,43501.0,,65777.0,,,,,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,5498.0,,,,,,,,,,,,3781.0,,,,,,,,,,0,0,0,0,0
maras,1950,114547.0,101407.0,,,,,,39045.0,,52823.0,,,,,26121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1977,290056.0,192885.0,186651.0,,,,,64991.0,,,2035.0,,,,31824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,,,,,,,,,,,,,,,1973,chp,chp,0,parlimentary,,,,,,,,,,,,,,48694.0,,876.0,,,2102.0,,,33324.0,,2805.0,,,,0,0,0,0,0
diyarbakir,1973,232364.0,154645.0,148667.0,,,,,45264.0,,,4496.0,,,,14059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,,,,,,,,,,,,,,,1969,chp,ap,1,parlimentary,,,,,,,,,,,,,,30822.0,,8294.0,,,18176.0,,,27566.0,,,,,,0,0,0,0,0
diyarbakir,1969,201474.0,126097.0,121003.0,,,,,8825.0,,,920.0,,,,19801.0,,,,,,,,9592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,42934.0,,,,,,3654.0,,,,3330.0,,31947.0,,0,0,0,0,0
diyarbakir,1965,181066.0,116391.0,110756.0,,,,,25695.0,,,,,,,12993.0,,,,,,,,1867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,,,,,,,,,1961,ap,ytp ,1,parlimentary,,,,,,,,,,,,,,31936.0,,,3799.0,,,,,,,8867.0,,25599.0,,0,0,0,0,0
diyarbakir,1961,166637.0,126841.0,121653.0,,,,,39857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,1957,ytp ,dp,1,parlimentary,,,,,,,,,,,,,,23401.0,,,6331.0,,,,,,,,,52012.0,,0,0,0,0,0
diyarbakir,1957,168692.0,114471.0,,,,,,33820.0,,56309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1,,,,,,,,,,,,,,,1954,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,900.0,,,22466.0,,,,,,,0,0,0,0,0
diyarbakir,1954,132535.0,122955.0,,,,,,42333.0,,72907.0,,,,,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,3389.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1950,114487.0,103246.0,,,,,,48000.0,,53691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1977,596667.0,443892.0,431418.0,,,,,158364.0,,,12660.0,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,,,,,,,,,,,,,,,1973,ap,ap,0,parlimentary,,,,,,,,,,,,,,223157.0,,5740.0,,,6560.0,,,23640.0,,1109.0,,,,0,0,0,0,0
bursa,1973,470147.0,312841.0,300693.0,,,,,84257.0,,,4093.0,,,,378.0,,,,,,,,1608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,,,,,,,,,,,,,,,1969,ap,ap,0,parlimentary,,,,,,,,,,,,,,152367.0,,6517.0,,,23078.0,,,28395.0,,,,,,0,0,0,0,0
bursa,1969,406469.0,266725.0,254524.0,,,,,63515.0,,,7261.0,,,,852.0,,,,,,,,3488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,163706.0,,,,,,8986.0,,,,5382.0,,1334.0,,0,0,0,0,0
bursa,1965,386518.0,289574.0,276386.0,,,,,63891.0,,,,,,,833.0,,,,,,,,8589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,,,,,,,,,,,,,,,1961,ap,ap,0,parlimentary,,,,,,,,,,,,,,189515.0,,,5014.0,,,,,,,6019.0,,2525.0,,0,0,0,0,0
bursa,1961,365573.0,310750.0,298678.0,,,,,87410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,1957,ap,dp,1,parlimentary,,,,,,,,,,,,,,188362.0,,,16792.0,,,,,,,,,6114.0,,0,0,0,0,0
bursa,1957,338026.0,270653.0,,,,,,78061.0,,156590.0,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1,,,,,,,,,,,,,,,1954,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,14345.0,,,20296.0,,,,,,,0,0,0,0,0
bursa,1954,294004.0,255470.0,,,,,,76363.0,,158361.0,,,,,1336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,15724.0,,,,,,,,,,0,0,0,0,0
bursa,1950,257205.0,237121.0,,,,,,97532.0,,138445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,1977,151349.0,121488.0,116448.0,,,,,22569.0,,,3282.0,,,,33677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,,,,,,,,,,,1973,bgmz,cgp,1,parlimentary,,,,,,,,,,,,,,17943.0,,13776.0,,,1403.0,,,23798.0,,,,,,0,0,0,0,0
van,1973,126766.0,100975.0,97303.0,,,,,10027.0,,,639.0,,,,5840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,,,,,,,,,,,,,,,1969,cgp,ap,1,parlimentary,,,,,,,,,,,,,,21750.0,,50924.0,,,1344.0,,,6779.0,,,,,,0,0,0,0,0
van,1969,109600.0,84642.0,81608.0,,,,,8477.0,,,7694.0,,,,13086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.2,,,,,,,,,,,,,,,1965,ap,chp,1,parlimentary,,,,,,,,,,,,,,22232.0,,,,,,19276.0,,,,952.0,,9891.0,,0,0,0,0,0
van,1965,94473.0,74740.0,71438.0,,,,,32276.0,,,,,,,1641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,,,,,,,,,,,,,,,1961,chp,ytp ,1,parlimentary,,,,,,,,,,,,,,21585.0,,,,,,,,,,1869.0,,14067.0,,0,0,0,0,0
van,1961,80998.0,66577.0,64233.0,,,,,20963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,,,,,,,,,,,,,,1957,ytp ,chp,1,parlimentary,,,,,,,,,,,,,,5085.0,,,13757.0,,,,,,,,,24428.0,,0,0,0,0,0
van,1957,65756.0,53563.0,,,,,,29950.0,,22266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,,,,,,,,,,,,,,,1954,chp,dp,1,parlimentary,,,,,,,,,,,,,,,,,,632.0,,,,,,,,,,0,0,0,0,0
van,1954,59219.0,55080.0,,,,,,18507.0,,33637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,,,,,,,,,,,,,,,1950,dp,chp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,1950,51500.0,45417.0,,,,,,20653.0,,16785.0,,,,,10374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2,,,,,,,,,,,,,,,,chp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1977,673430.0,462806.0,452072.0,,,,,210026.0,,,51146.0,,,,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,,,,,,,,,,,,,,,1973,chp,chp,0,parlimentary,,,,,,,,,,,,,,144709.0,,4965.0,,,8932.0,,,28490.0,2554.0,816.0,,,cyprus war,1,1,0,0,0
adana,1973,471331.0,334512.0,321422.0,,,,,128076.0,,,26077.0,,,,9650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,,,,,,,,,,,,,,1969,chp,ap,1,parlimentary,,,,,,,,,,,,,,74264.0,,12595.0,,,40627.0,,,26270.0,3863.0,,,,,0,0,0,0,0
adana,1969,380236.0,261196.0,250323.0,,,,,84335.0,,,21641.0,,,,4270.0,,,,,,,,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,106443.0,9015.0,,,,,16570.0,,,,5247.0,,1062.0,,0,0,0,0,0
adana,1965,335055.0,258342.0,248008.0,,,,,88229.0,,,,,,,442.0,,,,,,,,8628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,,,,,,,,,,,,,,1961,ap,ap,0,parlimentary,,,,,,,,,,,,,,133799.0,,,5695.0,,,,,,,7926.0,,3289.0,,0,0,0,0,0
adana,1961,298069.0,253053.0,246341.0,,,,,108161.0,,,,,,,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,1957,ap,chp,1,parlimentary,,,,,,,,,,,,,,126365.0,,,10347.0,,,,,,,,,,,0,0,0,0,0
adana,1957,298849.0,228037.0,,,,,,125040.0,,96197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,1954,chp,dp,1,parlimentary,,,,,,,,,,,,,,,,,,4897.0,,,695.0,,,,,,,0,0,0,0,0
adana,1954,238293.0,222000.0,,,,,,99741.0,,107447.0,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,8178.0,,,,,,,,,,,,2618.0,,,,,,,,,,0,0,0,0,0
adana,1950,195544.0,174969.0,,,,,,77189.0,,91178.0,,,,,,,,,,,,,3515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2018,470545.0,395732.0,385281.0,3278.0,,,673.0,13153.0,120854.0,,10429.0,4483.0,235722.0,,350.0,,,,,,,,,,,,,,,,,,,,,,8268.0,,,,,,,,,,,,,,,,84.1,,,,,,,,,,,,,,,2015_2,hdp,hdp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2015_1,445041.0,385111.0,377967.0,863.0,111.0,,99.0,6800.0,113670.0,107.0,3703.0,,260283.0,53.0,102.0,,472.0,,,367.0,1068.0,,24.0,,,,125.0,,,,,,,,,,,,,245.0,,,,,,,,,,,,,86.5,,,,,,,,,,,,,,,2011,hdp,bgmz,1,parlimentary,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2015_2,441076.0,385065.0,378023.0,2082.0,951.0,,294.0,5239.0,76999.0,125.0,4998.0,,278691.0,296.0,15952.0,,4.0,,,514.0,,,53.0,,,,11.0,,,,,,,,,,,,7.0,292.0,,1.0,,,,,,,,,,,87.3,,,,,,,,,,,,,,,2015_1,hdp,hdp,0,parlimentary,168.0,5.0,,,,63.0,,,2.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2011,397634.0,327620.0,320954.0,895.0,,474.0,,11953.0,103402.0,845.0,2041.0,,,658.0,195581.0,,129.0,,,,2842.0,,234.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,82.4,,,,,,,,,,,,,,,2007,bgmz,akp,1,parlimentary,,,2097.0,,,,,,,240.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2007,312022.0,244095.0,239332.0,2947.0,1208.0,537.0,,16639.0,105905.0,13443.0,3202.0,,,,93201.0,,,,161.0,,,,,,,603.0,,,,,,,,,2526.0,,,,,,,,,,,,,,,,,,78.2,,,,,,,,,,,,,,,2002,akp,dehap,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,2002,312132.0,231836.0,224439.0,3565.0,612.0,147.0,,26151.0,34746.0,,6241.0,,,1023.0,18978.0,19853.0,104.0,,179.0,,681.0,,246.0,281.0,,,18509.0,,,,,,,,3475.0,633.0,,,,,,583.0,,,,89113.0,,,,,,,74.3,,,,,,,,,,,,,,,1999,dehap,hadep,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,1999,274887.0,231476.0,219533.0,,,,,6295.0,,840.0,4242.0,,,19847.0,21729.0,36140.0,400.0,1788.0,198.0,,1770.0,,366.0,608.0,164.0,,42254.0,,,,561.0,,,,,,,,,,,,,512.0,421.0,,,25966.0,55538.0,205.0,,,84.2,,,,,,,,,,,,,,,1995,hadep,anap,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,1995,219819.0,176475.0,169118.0,,,,,7695.0,,,9213.0,,,2962.0,3715.0,37784.0,,,267.0,,,,941.0,,,,33475.0,33970.0,,,750.0,,,,,,,,,,,,,,,,,,37233.0,,,,80.3,,,,,,,,,,,,,,,1991,anap,shp,1,parlimentary,,,,,,,,,,,,1362.0,272.0,,,,,,,,,,,,,,,0,0,0,0,0
mardin,1991,217154.0,177554.0,172119.0,,,,,,,,,,,2247.0,,31836.0,,,,,,,,,,,29577.0,15069.0,,92904.0,,,,,,,,,,,,,,,,,,,,,,,81.8,,,,,,,,,,,,,,,1987,shp,anap,1,parlimentary,,,,,,,,,,,805.0,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,1987,236295.0,221002.0,211633.0,,,,,,,,,,,11125.0,,59043.0,,,,,,,,,,,45120.0,35972.0,,58750.0,,,,,,,,,,,,,,,,,,,,,,,93.5,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,1115.0,,932.0,,,,,,,,,,,,,,,,,,,,kurdish war,1,0,0,1,0
mardin,1983,156240.0,137084.0,129452.0,,,,,,,,,,,,3790.0,51547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7,,,,,,,,,,,,,,,1977,anap,bgmz,1,parlimentary,,,,30650.0,,,,43465.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
