"","X1","city","year","registered_voters","turnout","valid_vote","saadet partisi","btp","tkp","vatan partisi","chp","ak parti","dp","mhp","iyi parti","hdp","dsp","bgmz","anap","ldp","dtp","ip","hakpar","bbp","bdp","millet partisi","odp","emep","hyp","dyp","rp","sbp","shp","ydp","bagimsizlar","baskanlik sayisi","atp","genc parti","ytp","huda par","a.p.","turk parti","hkp","myp","yurtp","hepar","bp","dbp","dehap","depar","fp","hadep","sip","BAĞIMSIZLAR_vote","bagimsizlar_percent","percent_turnout","ANAP_vote","anap_percent","DSP_vote","dsp_percent","DYP_vote","dyp_percent","IDP_vote","idp_percent","MÇP_vote","mcp_percent","RP_vote","rp_percent","SHP_vote","shp_percent","prev_year","winner","prev_winner","swing","election_type","anadolu partisi","hap","has parti","hp","idp","kp","mcp","mdp","mep","mmp","sp","ydh","yeni parti","ap","birlik partisi","cgp","ckmp","cmp","demokratik parti","gp","hurriyet partisi","msp","tbp","tip","vp","ytp_1","event","event_year","cyprus","earthquake","kurdish","refugee","year_int","incumbent_vote_share","prev_winner_voteshare","event_right_after"
"100",99,"kayseri","2014",877377,795638,765168,13173,1143,0,NA,68141,450748,2285,206569,NA,2633,0,849,NA,200,NA,478,609,16684,0,500,0,0,NA,438,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6837083716578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,58.9083704493654,61.0462813761831,0
"101",100,"kocaeli","2014",1178676,1075800,1025139,50873,1441,0,NA,268150,518639,3570,144029,NA,24235,968,883,NA,225,NA,925,896,6528,0,547,0,0,NA,654,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,750,0,0,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2719016930861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2014,50.5920660515306,47.4590297689815,0
"102",101,"konya","2014",1402056,1265031,1206204,90115,1402,0,NA,69272,775164,4559,222640,NA,0,684,1253,NA,0,NA,1210,1406,10531,23490,982,0,0,NA,962,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1309,0,0,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2268525650901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,64.2647512361093,68.4134083142907,0
"103",102,"malatya","2014",524621,457515,444973,43984,781,0,NA,79006,274185,0,34090,NA,6996,227,780,NA,50,NA,396,360,2134,0,1480,0,0,NA,191,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,313,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2086706403289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,61.6183453827536,NA,0
"104",103,"manisa","2014",996258,928454,884968,6800,1334,0,NA,161770,324903,3522,354944,NA,21790,834,0,NA,0,NA,982,912,4355,0,589,0,0,NA,1046,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1187,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.194132443604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","mhp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,40.1081169036621,NA,0
"105",104,"kahramanmaras","2014",685013,617006,594803,7441,762,0,NA,37573,349891,1241,181180,NA,7740,0,0,NA,0,NA,395,498,6860,0,294,0,0,NA,286,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,642,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0721592144967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,58.8246864928388,NA,0
"106",105,"mardin","2014",429381,360151,346133,8851,7084,0,NA,3177,129325,0,3236,NA,0,217,180697,NA,290,NA,323,767,4074,0,0,0,0,NA,275,NA,NA,NA,NA,NA,NA,NA,0,NA,7817,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8767900768781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","bgmz",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kurdish war",1984,0,0,1,0,2014,52.204499426521,NA,0
"107",106,"mugla","2014",641464,581694,555390,2089,800,0,NA,272803,160937,0,100035,NA,8707,0,0,NA,250,NA,0,613,2788,0,1028,0,0,NA,4760,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,580,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6822518488957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","chp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,49.1191775148994,NA,0
"108",107,"ordu","2014",535833,465633,440656,4529,660,0,NA,150429,239717,1510,35879,NA,1083,1841,599,NA,0,NA,0,0,3743,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,666,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8989032030502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,54.4000308630769,NA,0
"109",108,"sakarya","2014",651613,596154,571968,17606,597,354,NA,52869,331138,2110,153192,NA,4659,403,1246,NA,126,NA,455,534,4216,0,0,0,0,NA,490,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,424,610,0,0,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4889666105495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2014,57.894497594271,44.7960213143872,0
"110",109,"samsun","2014",907487,810372,770285,13806,883,0,NA,122312,422373,3418,194246,NA,1555,673,916,NA,323,NA,785,0,4136,0,613,0,0,NA,918,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,803,985,0,0,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2984692893672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,54.8333409062879,48.0892580177115,0
"111",110,"tekirdag","2014",635473,576799,550376,3171,535,0,NA,251817,204353,3040,69717,NA,9477,2285,343,NA,119,NA,877,331,3618,0,267,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,426,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7668775856724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","chp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,45.7536302455049,NA,0
"112",111,"trabzon","2014",552194,478707,461027,12871,1522,0,NA,114807,273812,0,51349,NA,473,239,634,NA,127,NA,330,0,2236,0,672,0,0,NA,961,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,474,520,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6918148331927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,59.3917492901717,NA,0
"113",112,"sanliurfa","2014",935583,813950,784419,17760,3333,0,NA,6812,483407,0,18657,NA,0,331,0,NA,1197,NA,331,1092,4110,239563,1231,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,6595,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9992293575236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","akp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2014,61.6261207339445,NA,0
"114",113,"van","2014",577899,473174,450965,5938,3241,0,NA,3502,185783,1892,3352,NA,0,0,0,NA,0,NA,382,1397,2362,239861,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,3255,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8783212983584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009.0","bdp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kurdish war",1984,0,0,1,0,2014,53.1883849079197,NA,0
"115",114,"adana","1999",629778,507265,479558,NA,NA,NA,NA,53458,NA,977,71802,NA,NA,96126,NA,126635,706,2452,664,NA,1356,NA,919,2816,738,NA,19985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,497,NA,NA,52473,41832,283,5009,NA,80.5466370689354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","anap","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1999,26.4066077513043,22.4044590201801,1
"116",115,"adana","1999",629778,507265,479558,NA,NA,NA,NA,53458,NA,977,71802,NA,NA,96126,NA,126635,706,2452,664,NA,1356,NA,919,2816,738,NA,19985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,497,NA,NA,52473,41832,283,5009,NA,80.5466370689354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","anap","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1999,26.4066077513043,22.4044590201801,0
"117",116,"ankara","1999",1924115,1690527,1602528,NA,NA,NA,NA,512083,NA,NA,189400,NA,NA,169490,NA,106540,2611,3620,1706,NA,9312,NA,2375,6315,1691,NA,42128,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194,NA,NA,NA,541515,9631,896,NA,NA,87.8599771843159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","fp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,33.7912972503445,27.3380060812397,0
"118",117,"antalya","1999",336572,271847,260989,NA,NA,NA,NA,57275,NA,NA,44893,NA,NA,48347,NA,28813,NA,1277,306,NA,928,NA,544,1169,184,NA,48521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,NA,NA,NA,17544,10463,231,NA,NA,80.7693450435568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","chp","dyp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,21.9453693450682,33.2091723897102,0
"119",118,"bursa","1999",703153,623054,591465,NA,NA,NA,NA,15620,NA,NA,44647,NA,NA,171157,NA,122319,2761,4798,658,NA,2418,NA,1040,3779,NA,NA,116231,NA,NA,NA,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,94018,8263,551,1483,NA,88.6085958532496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","dsp","anap",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1999,28.9378069708267,27.8096497127672,1
"120",119,"diyarbakir","1999",237798,174849,166329,NA,NA,NA,NA,2313,NA,957,1435,NA,NA,3964,NA,5810,NA,1029,179,NA,748,NA,NA,NA,NA,NA,3771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312,206,NA,40415,103924,266,NA,NA,73.5283728206293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","hadep","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kurdish war",1984,0,0,1,0,1999,62.4809864786057,36.9226669138606,0
"121",120,"erzurum","1999",157550,125922,119845,NA,NA,NA,NA,3625,NA,NA,43626,NA,NA,4942,NA,7078,998,309,229,NA,4241,NA,NA,NA,NA,NA,22871,NA,NA,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31390,NA,NA,NA,NA,79.9251031418597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","mhp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,36.4020192748967,37.4881635132479,0
"122",121,"eskisehir","1999",313487,285372,272812,NA,NA,NA,NA,10281,NA,597,23195,NA,NA,116979,NA,26087,NA,1602,269,NA,1022,NA,467,906,NA,NA,65012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25267,907,221,NA,NA,91.0315260281926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","dsp","dyp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,42.8789789305456,20.4986785718456,0
"123",122,"gaziantep","1999",396478,322718,303419,NA,NA,NA,NA,97015,NA,NA,41176,NA,NA,40731,NA,19213,NA,1004,505,NA,3536,NA,924,970,430,NA,14519,NA,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62220,18755,242,1773,NA,81.3961934836233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","chp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,31.9739370309704,27.621485380988,0
"124",123,"icel","1999",292800,228486,215615,NA,NA,NA,NA,39758,NA,NA,39213,NA,NA,41726,NA,27380,NA,984,309,NA,816,NA,620,1288,281,NA,9829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,203,NA,341,14000,37693,170,NA,NA,78.0348360655738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","dsp","anap",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1999,19.3520858938386,37.2833874746743,0
"125",124,"istanbul","1999",5521300,4573976,4368656,NA,NA,NA,NA,607895,NA,NA,320734,NA,NA,882923,NA,977920,9995,7232,5072,NA,23010,NA,4462,23864,5729,NA,165114,NA,NA,NA,2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8754,NA,NA,NA,1202050,114339,2864,3850,NA,82.8423740785685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","fp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1999,27.5153273684172,25.1920377239966,1
"126",125,"izmir","1999",1469795,1265035,1206091,NA,NA,NA,NA,217337,NA,2099,82140,NA,NA,367553,NA,230673,2785,2285,1712,NA,NA,NA,1288,7470,2115,NA,197169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2451,NA,NA,NA,41200,45559,1036,1219,NA,86.0688055136941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","dsp","dyp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,30.4747320061256,27.765872836379,0
"127",126,"kayseri","1999",302251,257028,246926,NA,NA,NA,NA,11701,NA,NA,65581,NA,NA,38828,NA,12728,NA,511,262,NA,4977,NA,638,430,189,NA,11996,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96289,2396,157,NA,NA,85.0379320498526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","fp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,38.9950835472976,31.0417627327059,0
"128",127,"kocaeli","1999",141169,122624,116213,NA,NA,NA,NA,46747,NA,NA,6304,NA,NA,12809,NA,7454,NA,NA,80,NA,797,NA,300,375,108,NA,9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31359,690,89,NA,NA,86.86326318101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","chp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1999,40.2252760018242,30.4781724905624,1
"129",128,"konya","1999",363921,321929,310116,NA,NA,NA,NA,6320,NA,NA,82008,NA,NA,15537,NA,12801,491,969,388,NA,5008,NA,1073,414,NA,NA,30630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150515,3703,259,NA,NA,88.461231970675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","fp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,48.5350642985206,48.9158823794299,0
"130",129,"samsun","1999",219146,183223,172790,NA,NA,NA,NA,42080,NA,NA,23543,NA,NA,NA,NA,48330,939,3322,299,NA,1746,NA,333,1090,NA,NA,13037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37831,NA,240,NA,NA,83.6077318317469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994.0","anap","chp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1999,27.9703686555935,31.9590851147284,0
"131",130,"adana","1989",435602,294847,280501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53113,12933,NA,112556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6872466150293,80810,28.8,16770,5.9,53113,18.9,1420,0.5,2899,1,12933,4.6,112556,40.1,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1989,40.1267731665841,NA,1
"132",131,"adana","1989",435602,294847,280501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53113,12933,NA,112556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6872466150293,80810,28.8,16770,5.9,53113,18.9,1420,0.5,2899,1,12933,4.6,112556,40.1,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1989,40.1267731665841,NA,0
"133",132,"ankara","1989",1382505,1126031,1074252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218893,62968,NA,474349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,0,81.4486023558685,216485,20.1,53776,5,218893,20.3,5554,0.5,41694,3.8,62968,5.8,474349,44.1,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1989,44.1562128811489,NA,0
"134",133,"bursa","1989",436322,341254,323121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103893,27787,NA,79016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,0,78.2115043477065,62983,19.4,41376,12.8,103893,32.1,1959,0.6,5905,1.8,27787,8.5,79016,24.4,NA,"dyp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1989,32.1529705590166,NA,1
"135",134,"gaziantep","1989",238879,176703,167086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52407,11815,NA,69323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,73.971759761218,22406,13.4,6264,3.7,52407,31.3,1098,0.6,3743,2.2,11815,7,69323,41.4,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1989,41.4894126378033,NA,0
"136",135,"istanbul","1989",3520723,2393003,2277364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315591,238745,NA,818756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614,0,67.9690790783598,594845,26.1,278294,12.2,315591,13.8,7241,0.3,22278,0.9,238745,10.4,818756,35.9,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1989,35.9519163383631,NA,1
"137",136,"izmir","1989",981771,727077,698389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97183,18815,NA,365980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0576977726985,169672,24.2,39186,5.6,97183,13.9,2227,0.3,5326,0.7,18815,2.6,365980,52.4,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1989,52.4034599628574,NA,0
"138",137,"kayseri","1989",202819,147467,139952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32230,15216,NA,38836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7086712783319,37059,26.4,6589,4.7,32230,23,904,0.6,9118,6.5,15216,10.8,38836,27.7,NA,"shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1989,27.7495141191266,NA,0
